EventID,EventName,EventType,Department,DayOfWeek,Season,TimeOfDay,VenueCapacity,Attendance,AttendanceLevel,FeedbackScore,EngagementIndex
171,Event_171,Workshop,Mechanical,Thursday,Winter,Evening,313,265,High,4.0,4.265175719
434,Event_434,Sports,Civil,Saturday,Summer,Evening,357,119,Low,1.0,0.666666667
152,Event_152,Workshop,Management,Thursday,Summer,Afternoon,403,135,Low,4.0,0.945409429
573,Event_573,Sports,CSE,Tuesday,Monsoon,Morning,453,114,Low,2.0,0.271523179
109,Event_109,Sports,CSE,Saturday,Summer,Evening,207,64,Low,5.0,1.449275362
231,Event_231,Cultural,ECE,Tuesday,Summer,Afternoon,342,258,High,1.0,0.725146199
615,Event_615,Workshop,Management,Wednesday,Summer,Evening,117,95,High,,2.905982906
422,Event_422,Seminar,CSE,Thursday,Summer,Afternoon,487,346,High,4.0,2.924024641
170,Event_170,Seminar,Civil,Thursday,Summer,Evening,355,250,High,3.0,2.188732394
660,Event_660,Sports,Management,Tuesday,Summer,Evening,329,325,High,2.0,1.951367781
310,Event_310,Hackathon,,Wednesday,Winter,Evening,160,94,Medium,1.0,0.5875
213,Event_213,Sports,Mechanical,Thursday,Monsoon,Evening,262,139,Medium,1.0,0.530534351
273,Event_273,Workshop,Management,Thursday,Winter,Morning,77,25,Low,5.0,1.298701299
251,Event_251,Workshop,Civil,Monday,Monsoon,Evening,149,123,High,2.0,1.583892617
619,Event_619,Seminar,Mechanical,Wednesday,Monsoon,Afternoon,361,102,Low,1.0,0.290858726
496,Event_496,Workshop,CSE,Saturday,Summer,Afternoon,407,81,Low,5.0,0.995085995
206,Event_206,Sports,ECE,Wednesday,Summer,Afternoon,365,348,High,3.0,2.860273973
656,Event_656,Workshop,Civil,Friday,Monsoon,Evening,470,265,Medium,5.0,2.712765957
321,Event_321,Cultural,CSE,Monday,Summer,Evening,427,332,High,2.0,1.601873536
428,Event_428,Hackathon,Management,Saturday,Monsoon,Evening,291,55,Low,2.0,0.202749141
547,Event_547,Hackathon,Mechanical,Friday,Summer,Afternoon,104,72,High,3.0,2.961538462
431,Event_431,Cultural,ECE,Friday,Summer,Morning,419,412,High,4.0,3.885441527
306,Event_306,Seminar,Management,Saturday,Winter,Evening,187,71,Low,3.0,1.139037433
130,Event_130,Hackathon,CSE,Tuesday,Monsoon,Morning,209,118,Medium,5.0,2.583732057
597,Event_597,Hackathon,CSE,Tuesday,Winter,Evening,414,312,High,2.0,1.473429952
443,Event_443,Sports,CSE,Saturday,Summer,Evening,64,22,Low,2.0,0.9375
218,Event_218,Seminar,CSE,Monday,Summer,Afternoon,466,164,Low,5.0,1.493562232
496,Event_496,Workshop,CSE,Saturday,Summer,Afternoon,407,81,Low,5.0,0.995085995
207,Event_207,Hackathon,Management,Friday,Summer,Evening,266,52,Low,5.0,1.165413534
472,Event_472,Hackathon,ECE,Friday,Monsoon,Evening,382,205,Medium,3.0,1.12565445
313,Event_313,Cultural,Management,Tuesday,Winter,Afternoon,317,132,Low,,1.955835962
678,Event_678,Sports,ECE,Tuesday,Winter,Evening,118,96,High,3.0,2.262711864
294,Event_294,Seminar,ECE,Monday,Summer,Morning,352,72,Low,4.0,1.022727273
549,Event_549,Workshop,Management,Wednesday,Winter,Evening,140,36,Low,2.0,0.457142857
384,Event_384,Seminar,ECE,Wednesday,Monsoon,Evening,53,47,High,4.0,3.547169811
435,Event_435,Seminar,Mechanical,Monday,Winter,Morning,410,132,Low,,0.302439024
212,Event_212,Seminar,Mechanical,Wednesday,Winter,Evening,72,40,Medium,3.0,1.666666667
429,Event_429,Hackathon,Civil,Saturday,Monsoon,Evening,331,98,Low,4.0,1.555891239
378,Event_378,Cultural,Management,Wednesday,Monsoon,Morning,461,361,High,2.0,2.297180043
401,Event_401,Sports,Management,Friday,Summer,Morning,139,54,Low,3.0,1.079136691
513,Event_513,Workshop,Mechanical,Tuesday,Winter,Morning,467,355,High,5.0,3.74732334
510,Event_510,Workshop,Management,Saturday,Summer,Afternoon,294,130,Medium,4.0,1.782312925
185,Event_185,Cultural,CSE,Thursday,Monsoon,Evening,186,100,Medium,5.0,2.301075269
492,Event_492,Hackathon,CSE,Monday,Winter,Morning,138,75,Medium,1.0,0.557971014
83,Event_83,Hackathon,CSE,Tuesday,Winter,Evening,429,295,Medium,3.0,2.703962704
188,Event_188,Workshop,Management,Friday,Winter,Morning,477,290,Medium,3.0,2.440251572
646,Event_646,Cultural,,Tuesday,Winter,Morning,90,58,Medium,4.0,2.311111111
681,Event_681,Hackathon,CSE,Tuesday,Winter,Morning,230,190,High,2.0,1.652173913
181,Event_181,Workshop,Civil,Wednesday,Summer,Morning,170,117,Medium,3.0,2.064705882
372,Event_372,Seminar,Mechanical,Thursday,Summer,Afternoon,153,46,Low,5.0,1.339869281
40,Event_40,Cultural,Management,Friday,Summer,Evening,86,56,Medium,1.0,0.569767442
45,Event_45,Cultural,Mechanical,Saturday,Monsoon,Evening,237,199,High,3.0,1.594936709
279,Event_279,Sports,Mechanical,Saturday,Winter,Evening,487,179,Low,1.0,0.367556468
559,Event_559,Workshop,Mechanical,Tuesday,Monsoon,Afternoon,277,178,Medium,2.0,0.667870036
282,Event_282,Hackathon,Civil,Tuesday,Summer,Morning,70,67,High,4.0,3.542857143
235,Event_235,Workshop,Management,Friday,Winter,Evening,353,338,High,3.0,2.932011331
290,Event_290,Seminar,ECE,Saturday,Winter,Morning,103,25,Low,5.0,1.213592233
65,Event_65,Cultural,,Monday,Monsoon,Evening,121,47,Medium,2.0,0.859504132
427,Event_427,Workshop,Civil,Wednesday,Monsoon,Morning,223,126,Medium,4.0,2.080717489
147,Event_147,Seminar,Civil,Tuesday,Summer,Evening,168,40,Low,5.0,0.928571429
141,Event_141,Workshop,Management,Wednesday,Summer,Afternoon,240,62,Low,3.0,0.8375
556,Event_556,Hackathon,Management,Saturday,Monsoon,Morning,190,63,Low,3.0,1.057894737
40,Event_40,Cultural,Management,Friday,Summer,Evening,86,49,Medium,1.0,0.569767442
435,Event_435,Seminar,Mechanical,Monday,Winter,Morning,410,132,Low,,0.302439024
198,Event_198,Workshop,CSE,Monday,Monsoon,Afternoon,105,88,High,2.0,1.523809524
230,Event_230,Seminar,Management,Friday,Winter,Afternoon,189,79,Low,4.0,1.957671958
444,Event_444,Sports,,Thursday,Monsoon,Evening,273,246,High,5.0,3.663003663
271,Event_271,Sports,Civil,Monday,Summer,Afternoon,323,264,High,2.0,1.634674923
159,Event_159,Workshop,CSE,Wednesday,Winter,Evening,490,388,High,5.0,3.867346939
364,Event_364,Hackathon,CSE,Tuesday,Monsoon,Evening,380,212,Medium,3.0,1.602631579
296,Event_296,Hackathon,ECE,Thursday,Summer,Morning,123,92,Medium,5.0,2.666666667
451,Event_451,Sports,CSE,Friday,Winter,Morning,111,23,Low,4.0,0.990990991
598,Event_598,Hackathon,Mechanical,Saturday,Monsoon,Afternoon,453,116,Low,3.0,0.93598234
112,Event_112,Sports,ECE,Saturday,Winter,Afternoon,70,59,High,3.0,2.528571429
638,Event_638,Hackathon,CSE,Wednesday,Summer,Morning,411,368,High,2.0,1.785888078
318,Event_318,Cultural,Management,Thursday,Winter,Afternoon,220,168,High,2.0,0.795454545
221,Event_221,Cultural,Mechanical,Thursday,Winter,Evening,60,25,Medium,5.0,2.083333333
206,Event_206,Sports,ECE,Wednesday,Summer,Afternoon,365,344,High,4.0,2.860273973
149,Event_149,Cultural,CSE,Saturday,Winter,Afternoon,339,302,High,3.0,1.740412979
657,Event_657,Workshop,Mechanical,Monday,Summer,Evening,434,220,Medium,1.0,0.488479263
84,Event_84,Hackathon,Mechanical,Thursday,Winter,Evening,193,157,High,2.0,1.626943005
5,Event_5,Hackathon,CSE,Monday,Winter,Morning,263,123,Medium,4.0,1.764258555
517,Event_517,Cultural,Mechanical,Tuesday,Monsoon,Evening,411,392,High,1.0,1.941605839
214,Event_214,Cultural,,Saturday,Summer,Evening,454,409,High,3.0,1.837004405
462,Event_462,Cultural,CSE,Saturday,Monsoon,Afternoon,55,18,Low,1.0,0.327272727
138,Event_138,Cultural,ECE,Friday,Summer,Evening,384,113,Low,4.0,1.083333333
552,Event_552,Cultural,Mechanical,Friday,Winter,Evening,204,128,Medium,3.0,1.882352941
187,Event_187,Hackathon,ECE,Tuesday,Summer,Afternoon,211,195,High,3.0,1.857819905
681,Event_681,Hackathon,CSE,Tuesday,Winter,Morning,230,186,High,1.0,1.652173913
630,Event_630,Seminar,CSE,Wednesday,Summer,Afternoon,352,163,Medium,3.0,1.303977273
697,Event_697,Seminar,ECE,Wednesday,Winter,Evening,366,97,Low,2.0,0.519125683
421,Event_421,Cultural,ECE,Monday,Winter,Afternoon,265,125,Medium,3.0,2.00754717
300,Event_300,Workshop,Mechanical,Thursday,Winter,Evening,151,109,High,3.0,1.483443709
676,Event_676,Hackathon,ECE,Thursday,Summer,Evening,328,106,Low,1.0,0.332317073
649,Event_649,Workshop,CSE,Thursday,Summer,Afternoon,161,107,High,5.0,2.782608696
290,Event_290,Seminar,ECE,Saturday,Winter,Morning,103,24,Low,5.0,1.213592233
39,Event_39,Workshop,Civil,Thursday,Monsoon,Afternoon,448,89,Low,3.0,0.8125
534,Event_534,Hackathon,ECE,Tuesday,Summer,Morning,470,284,Medium,4.0,2.34893617
399,Event_399,Seminar,Civil,Friday,Monsoon,Evening,66,29,Medium,5.0,2.0
30,Event_30,Seminar,CSE,Saturday,Summer,Evening,376,188,Medium,2.0,0.957446809
651,Event_651,Cultural,Management,Monday,Winter,Morning,95,41,Medium,2.0,0.863157895
301,Event_301,Hackathon,Civil,Saturday,Summer,Morning,329,126,Low,5.0,1.914893617
681,Event_681,Hackathon,CSE,Tuesday,Winter,Morning,230,198,High,1.0,1.652173913
636,Event_636,Workshop,CSE,Thursday,Monsoon,Evening,181,165,High,2.0,2.784530387
188,Event_188,Workshop,Management,Friday,Winter,Morning,477,284,Medium,4.0,2.440251572
7,Event_7,Sports,Management,Thursday,Summer,Afternoon,372,139,Low,3.0,1.080645161
144,Event_144,Seminar,CSE,Wednesday,Monsoon,Morning,108,31,Low,1.0,0.314814815
47,Event_47,Cultural,Mechanical,Wednesday,Summer,Morning,250,83,Low,1.0,0.312
474,Event_474,Hackathon,ECE,Wednesday,Summer,Morning,60,45,High,1.0,0.85
672,Event_672,Workshop,Management,Saturday,Summer,Morning,482,202,Medium,5.0,2.136929461
357,Event_357,Seminar,ECE,Friday,Winter,Morning,92,80,High,5.0,3.130434783
131,Event_131,Sports,Civil,Saturday,Summer,Evening,419,240,Medium,4.0,1.725536993
461,Event_461,Workshop,CSE,Tuesday,Monsoon,Evening,52,23,Medium,2.0,1.192307692
315,Event_315,Cultural,Mechanical,Wednesday,Summer,Afternoon,421,124,Low,4.0,1.178147268
506,Event_506,Workshop,Management,Monday,Summer,Morning,403,366,High,3.0,2.724565757
526,Event_526,Seminar,Civil,Thursday,Monsoon,Afternoon,133,123,High,1.0,1.909774436
673,Event_673,Hackathon,Management,Saturday,Winter,Afternoon,230,97,Low,1.0,0.765217391
460,Event_460,Sports,Management,Thursday,Summer,Afternoon,271,158,Medium,2.0,1.20295203
376,Event_376,Sports,CSE,Saturday,Winter,Morning,147,64,Medium,2.0,0.993197279
19,Event_19,Workshop,ECE,Monday,Winter,Afternoon,233,151,Medium,1.0,0.64806867
42,Event_42,Workshop,Management,Monday,Summer,Evening,281,283,High,1.0,1.992882562
256,Event_256,Sports,CSE,Saturday,Winter,Morning,378,236,Medium,4.0,1.833333333
452,Event_452,Seminar,ECE,Monday,Winter,Morning,135,27,Low,4.0,1.066666667
465,Event_465,Cultural,ECE,Friday,Monsoon,Morning,477,360,High,3.0,2.301886792
195,Event_195,Seminar,CSE,Wednesday,Monsoon,Morning,226,88,Medium,4.0,2.03539823
221,Event_221,Cultural,Mechanical,Thursday,Winter,Evening,60,27,Medium,4.0,2.083333333
685,Event_685,Sports,,Monday,Winter,Morning,298,111,Low,4.0,1.489932886
148,Event_148,Sports,Mechanical,Tuesday,Summer,Afternoon,464,227,Medium,3.0,0.987068966
216,Event_216,Sports,Management,Saturday,Winter,Afternoon,62,37,High,2.0,1.483870968
414,Event_414,Seminar,Mechanical,Monday,Monsoon,Afternoon,400,368,High,5.0,4.5875
99,Event_99,Cultural,Mechanical,Friday,Monsoon,Afternoon,104,79,High,1.0,1.384615385
227,Event_227,Cultural,ECE,Saturday,Winter,Morning,70,17,Low,1.0,0.385714286
683,Event_683,Cultural,ECE,Friday,Winter,Evening,218,101,Medium,5.0,1.908256881
327,Event_327,Sports,CSE,Thursday,Monsoon,Afternoon,168,83,Medium,1.0,0.494047619
562,Event_562,Workshop,CSE,Monday,Monsoon,Afternoon,297,200,Medium,2.0,1.306397306
337,Event_337,Workshop,ECE,Saturday,Monsoon,Afternoon,236,148,Medium,1.0,0.588983051
466,Event_466,Cultural,ECE,Thursday,Summer,Afternoon,284,170,Medium,,2.521126761
569,Event_569,Seminar,CSE,Monday,Winter,Afternoon,142,24,Low,3.0,0.957746479
480,Event_480,Hackathon,CSE,Thursday,Monsoon,Morning,117,34,Low,1.0,0.64957265
105,Event_105,Workshop,ECE,Monday,Summer,Evening,344,276,High,2.0,1.662790698
650,Event_650,Cultural,CSE,Tuesday,Monsoon,Afternoon,152,142,High,1.0,0.921052632
129,Event_129,Hackathon,ECE,Tuesday,Monsoon,Afternoon,197,125,Medium,4.0,2.659898477
39,Event_39,Workshop,Civil,Thursday,Monsoon,Afternoon,448,94,Low,4.0,0.8125
217,Event_217,Seminar,Mechanical,Saturday,Summer,Afternoon,150,132,High,5.0,3.6
554,Event_554,Hackathon,Civil,Saturday,Monsoon,Afternoon,398,338,High,2.0,2.577889447
349,Event_349,Cultural,Mechanical,Monday,Monsoon,Morning,491,436,High,4.0,3.551934827
175,Event_175,Seminar,CSE,Wednesday,Summer,Afternoon,477,197,Low,3.0,0.788259958
254,Event_254,Sports,Management,Monday,Monsoon,Morning,65,32,Medium,5.0,1.969230769
518,Event_518,Hackathon,ECE,Tuesday,Winter,Morning,57,50,High,2.0,1.719298246
526,Event_526,Seminar,Civil,Thursday,Monsoon,Afternoon,133,137,High,3.0,1.909774436
104,Event_104,Cultural,Management,Tuesday,Winter,Afternoon,102,63,Medium,5.0,2.794117647
7,Event_7,Sports,Management,Thursday,Summer,Afternoon,372,124,Low,3.0,1.080645161
407,Event_407,Workshop,CSE,Saturday,Monsoon,Evening,443,360,High,1.0,0.819413093
462,Event_462,Cultural,CSE,Saturday,Monsoon,Afternoon,55,10,Low,1.0,0.327272727
105,Event_105,Workshop,ECE,Monday,Summer,Evening,344,279,High,1.0,1.662790698
407,Event_407,Workshop,CSE,Saturday,Monsoon,Evening,443,366,High,1.0,0.819413093
248,Event_248,Workshop,Civil,Wednesday,Winter,Evening,259,58,Low,1.0,0.525096525
527,Event_527,Hackathon,Mechanical,Monday,Winter,Evening,137,69,Medium,1.0,0.547445255
479,Event_479,Hackathon,Management,Saturday,Summer,Evening,321,297,High,1.0,0.903426791
312,Event_312,Sports,Mechanical,Thursday,Summer,Evening,66,54,High,2.0,2.272727273
145,Event_145,Seminar,Management,Wednesday,Winter,Afternoon,313,118,Low,3.0,1.571884984
442,Event_442,Hackathon,Management,Monday,Monsoon,Afternoon,275,64,Low,1.0,0.258181818
86,Event_86,Workshop,CSE,Saturday,Monsoon,Evening,237,67,Low,3.0,0.848101266
284,Event_284,Seminar,ECE,Thursday,Winter,Evening,284,114,Medium,2.0,1.225352113
133,Event_133,Seminar,ECE,Thursday,Summer,Morning,227,135,Medium,5.0,2.841409692
114,Event_114,Sports,CSE,Thursday,Summer,Afternoon,102,48,Medium,5.0,1.843137255
265,Event_265,Seminar,Mechanical,Tuesday,Summer,Morning,211,79,Low,5.0,1.872037915
643,Event_643,Hackathon,Mechanical,Thursday,Winter,Evening,158,104,Medium,2.0,2.012658228
368,Event_368,Sports,Management,Thursday,Monsoon,Morning,94,49,Medium,1.0,0.478723404
343,Event_343,Sports,,Tuesday,Winter,Afternoon,183,28,Low,5.0,1.010928962
60,Event_60,Cultural,ECE,Wednesday,Winter,Evening,309,221,High,5.0,3.656957929
495,Event_495,Hackathon,Management,Thursday,Winter,Afternoon,360,305,High,4.0,3.388888889
118,Event_118,Sports,CSE,Wednesday,Monsoon,Evening,263,107,Medium,5.0,2.034220532
236,Event_236,Cultural,,Tuesday,Monsoon,Afternoon,408,334,High,1.0,0.803921569
403,Event_403,Workshop,CSE,Saturday,Summer,Morning,411,247,Medium,5.0,2.423357664
288,Event_288,Hackathon,Civil,Wednesday,Monsoon,Morning,98,59,Medium,4.0,2.602040816
675,Event_675,Workshop,Management,Saturday,Monsoon,Afternoon,165,70,Medium,4.0,1.793939394
196,Event_196,Sports,Management,Thursday,Winter,Morning,247,212,High,2.0,1.684210526
658,Event_658,Cultural,,Tuesday,Monsoon,Afternoon,244,227,High,5.0,3.737704918
557,Event_557,Sports,Civil,Wednesday,Winter,Evening,222,55,Low,3.0,0.486486486
141,Event_141,Workshop,Management,Wednesday,Summer,Afternoon,240,69,Low,2.0,0.8375
189,Event_189,Workshop,ECE,Wednesday,Winter,Evening,149,120,High,2.0,0.852348993
638,Event_638,Hackathon,CSE,Wednesday,Summer,Morning,411,363,High,1.0,1.785888078
619,Event_619,Seminar,Mechanical,Wednesday,Monsoon,Afternoon,361,105,Low,1.0,0.290858726
192,Event_192,Hackathon,Management,Thursday,Winter,Evening,356,295,High,3.0,3.370786517
581,Event_581,Seminar,CSE,Monday,Winter,Morning,395,376,High,3.0,1.903797468
670,Event_670,Workshop,Mechanical,Wednesday,Summer,Morning,339,245,High,3.0,2.159292035
110,Event_110,Sports,Management,Friday,Monsoon,Morning,486,313,Medium,5.0,3.137860082
84,Event_84,Hackathon,Mechanical,Thursday,Winter,Evening,193,161,High,3.0,1.626943005
444,Event_444,Sports,,Thursday,Monsoon,Evening,273,250,High,3.0,3.663003663
149,Event_149,Cultural,CSE,Saturday,Winter,Afternoon,339,292,High,1.0,1.740412979
372,Event_372,Seminar,Mechanical,Thursday,Summer,Afternoon,153,39,Low,4.0,1.339869281
78,Event_78,Seminar,Management,Tuesday,Summer,Afternoon,473,100,Low,2.0,0.65961945
668,Event_668,Workshop,Civil,Friday,Winter,Evening,53,30,Medium,2.0,0.660377358
518,Event_518,Hackathon,ECE,Tuesday,Winter,Morning,57,58,High,2.0,1.719298246
115,Event_115,Workshop,ECE,Thursday,Winter,Afternoon,324,145,Medium,2.0,1.37037037
500,Event_500,Workshop,ECE,Thursday,Monsoon,Morning,309,146,Medium,5.0,1.851132686
250,Event_250,Sports,CSE,Wednesday,Monsoon,Evening,446,278,Medium,4.0,2.538116592
700,Event_700,Cultural,Mechanical,Monday,Summer,Evening,433,109,Low,4.0,0.951501155
357,Event_357,Seminar,ECE,Friday,Winter,Morning,92,72,High,4.0,3.130434783
572,Event_572,Cultural,ECE,Thursday,Monsoon,Morning,372,122,Low,1.0,0.346774194
481,Event_481,Workshop,ECE,Tuesday,Monsoon,Evening,404,273,Medium,1.0,0.675742574
114,Event_114,Sports,CSE,Thursday,Summer,Afternoon,102,53,Medium,3.0,1.843137255
457,Event_457,Hackathon,CSE,Thursday,Monsoon,Morning,351,75,Low,1.0,0.415954416
161,Event_161,Sports,CSE,Tuesday,Winter,Afternoon,398,247,Medium,2.0,0.600502513
540,Event_540,Seminar,,Monday,Winter,Afternoon,304,69,Low,3.0,0.842105263
598,Event_598,Hackathon,Mechanical,Saturday,Monsoon,Afternoon,453,105,Low,5.0,0.93598234
405,Event_405,Seminar,Mechanical,Thursday,Summer,Morning,75,29,Medium,5.0,2.333333333
580,Event_580,Seminar,ECE,Monday,Summer,Afternoon,140,95,Medium,3.0,2.035714286
89,Event_89,Seminar,CSE,Thursday,Monsoon,Evening,62,52,High,3.0,3.290322581
161,Event_161,Sports,CSE,Tuesday,Winter,Afternoon,398,236,Medium,2.0,0.600502513
357,Event_357,Seminar,ECE,Friday,Winter,Morning,92,77,High,4.0,3.130434783
407,Event_407,Workshop,CSE,Saturday,Monsoon,Evening,443,359,High,2.0,0.819413093
274,Event_274,Seminar,Management,Tuesday,Winter,Afternoon,375,143,Low,5.0,1.813333333
524,Event_524,Sports,Mechanical,Monday,Winter,Evening,130,81,Medium,5.0,2.769230769
356,Event_356,Sports,Mechanical,Thursday,Winter,Morning,257,192,High,5.0,3.754863813
693,Event_693,Seminar,Management,Thursday,Summer,Evening,440,409,High,1.0,0.911363636
310,Event_310,Hackathon,,Wednesday,Winter,Evening,160,100,Medium,1.0,0.5875
580,Event_580,Seminar,ECE,Monday,Summer,Afternoon,140,88,Medium,2.0,2.035714286
426,Event_426,Cultural,Mechanical,Tuesday,Summer,Afternoon,208,128,Medium,4.0,1.730769231
663,Event_663,Workshop,,Thursday,Monsoon,Evening,496,279,Medium,5.0,2.893145161
156,Event_156,Workshop,Civil,Monday,Monsoon,Afternoon,253,249,High,5.0,4.920948617
395,Event_395,Hackathon,Mechanical,Saturday,Summer,Evening,337,255,High,2.0,2.234421365
363,Event_363,Seminar,Civil,Thursday,Winter,Afternoon,209,73,Low,4.0,1.507177033
613,Event_613,Hackathon,ECE,Tuesday,Summer,Afternoon,474,256,Medium,1.0,0.523206751
55,Event_55,Sports,Mechanical,Saturday,Winter,Evening,72,26,Low,4.0,0.708333333
499,Event_499,Workshop,Civil,Friday,Monsoon,Evening,439,311,Medium,3.0,2.08428246
575,Event_575,Hackathon,Mechanical,Wednesday,Monsoon,Evening,143,123,High,5.0,4.335664336
422,Event_422,Seminar,CSE,Thursday,Summer,Afternoon,487,362,High,5.0,2.924024641
630,Event_630,Seminar,CSE,Wednesday,Summer,Afternoon,352,158,Medium,3.0,1.303977273
586,Event_586,Hackathon,CSE,Wednesday,Monsoon,Afternoon,165,148,High,3.0,2.836363636
539,Event_539,Cultural,CSE,Saturday,Monsoon,Morning,475,251,Medium,1.0,1.052631579
615,Event_615,Workshop,Management,Wednesday,Summer,Evening,117,81,High,,2.905982906
520,Event_520,Sports,CSE,Tuesday,Summer,Afternoon,143,45,Low,3.0,1.398601399
426,Event_426,Cultural,Mechanical,Tuesday,Summer,Afternoon,208,113,Medium,2.0,1.730769231
8,Event_8,Sports,Mechanical,Saturday,Winter,Afternoon,103,36,Low,3.0,0.563106796
90,Event_90,Sports,CSE,Tuesday,Summer,Afternoon,233,215,High,4.0,3.793991416
491,Event_491,Workshop,,Friday,Summer,Morning,406,102,Low,3.0,0.679802956
698,Event_698,Cultural,ECE,Thursday,Winter,Afternoon,261,102,Medium,3.0,1.252873563
585,Event_585,Sports,Management,Tuesday,Summer,Morning,222,75,Low,2.0,1.148648649
110,Event_110,Sports,Management,Friday,Monsoon,Morning,486,301,Medium,4.0,3.137860082
192,Event_192,Hackathon,Management,Thursday,Winter,Evening,356,298,High,3.0,3.370786517
49,Event_49,Cultural,CSE,Wednesday,Winter,Afternoon,306,160,Medium,1.0,0.535947712
39,Event_39,Workshop,Civil,Thursday,Monsoon,Afternoon,448,96,Low,3.0,0.8125
329,Event_329,Cultural,Civil,Friday,Monsoon,Afternoon,321,100,Low,5.0,1.196261682
301,Event_301,Hackathon,Civil,Saturday,Summer,Morning,329,131,Low,5.0,1.914893617
526,Event_526,Seminar,Civil,Thursday,Monsoon,Afternoon,133,131,High,3.0,1.909774436
349,Event_349,Cultural,Mechanical,Monday,Monsoon,Morning,491,445,High,5.0,3.551934827
234,Event_234,Seminar,Mechanical,Monday,Monsoon,Morning,150,74,Medium,2.0,1.66
582,Event_582,Hackathon,ECE,Wednesday,Winter,Morning,255,102,Medium,2.0,1.2
64,Event_64,Cultural,,Friday,Summer,Afternoon,404,144,Low,2.0,0.366336634
452,Event_452,Seminar,ECE,Monday,Winter,Morning,135,46,Low,5.0,1.066666667
141,Event_141,Workshop,Management,Wednesday,Summer,Afternoon,240,60,Low,3.0,0.8375
534,Event_534,Hackathon,ECE,Tuesday,Summer,Morning,470,280,Medium,5.0,2.34893617
26,Event_26,Sports,CSE,Wednesday,Summer,Evening,419,417,High,1.0,0.976133652
323,Event_323,Cultural,Mechanical,Wednesday,Summer,Evening,395,381,High,4.0,4.924050633
410,Event_410,Seminar,Mechanical,Tuesday,Winter,Morning,316,178,Medium,5.0,2.202531646
156,Event_156,Workshop,Civil,Monday,Monsoon,Afternoon,253,247,High,5.0,4.920948617
491,Event_491,Workshop,,Friday,Summer,Morning,406,92,Low,3.0,0.679802956
528,Event_528,Workshop,,Monday,Summer,Morning,291,231,High,2.0,1.546391753
658,Event_658,Cultural,,Tuesday,Monsoon,Afternoon,244,221,High,3.0,3.737704918
263,Event_263,Hackathon,ECE,Thursday,Monsoon,Morning,222,145,Medium,3.0,2.702702703
450,Event_450,Cultural,Civil,Thursday,Monsoon,Afternoon,343,192,Medium,4.0,1.679300292
430,Event_430,Seminar,ECE,Tuesday,Summer,Morning,290,236,High,3.0,1.648275862
143,Event_143,Seminar,CSE,Saturday,Summer,Morning,254,68,Low,4.0,1.023622047
216,Event_216,Sports,Management,Saturday,Winter,Afternoon,62,47,High,2.0,1.483870968
214,Event_214,Cultural,,Saturday,Summer,Evening,454,424,High,2.0,1.837004405
229,Event_229,Sports,CSE,Friday,Winter,Afternoon,260,175,Medium,4.0,3.211538462
407,Event_407,Workshop,CSE,Saturday,Monsoon,Evening,443,368,High,1.0,0.819413093
26,Event_26,Sports,CSE,Wednesday,Summer,Evening,419,409,High,1.0,0.976133652
233,Event_233,Seminar,ECE,Friday,Monsoon,Afternoon,450,436,High,2.0,1.964444444
686,Event_686,Workshop,Management,Tuesday,Winter,Morning,237,74,Low,4.0,0.949367089
559,Event_559,Workshop,Mechanical,Tuesday,Monsoon,Afternoon,277,179,Medium,1.0,0.667870036
335,Event_335,Seminar,Civil,Tuesday,Winter,Afternoon,230,225,High,4.0,3.791304348
471,Event_471,Cultural,Mechanical,Saturday,Winter,Morning,380,174,Medium,3.0,1.8
164,Event_164,Workshop,ECE,Saturday,Monsoon,Evening,145,63,Medium,4.0,1.344827586
485,Event_485,Workshop,Management,Wednesday,Winter,Afternoon,369,187,Medium,4.0,1.544715447
434,Event_434,Sports,Civil,Saturday,Summer,Evening,357,119,Low,2.0,0.666666667
367,Event_367,Seminar,Civil,Monday,Summer,Evening,266,105,Low,5.0,1.563909774
382,Event_382,Hackathon,Mechanical,Friday,Summer,Morning,477,460,High,3.0,3.924528302
270,Event_270,Seminar,Management,Saturday,Monsoon,Evening,341,114,Low,3.0,0.715542522
620,Event_620,Seminar,ECE,Friday,Winter,Afternoon,484,364,High,1.0,0.75
450,Event_450,Cultural,Civil,Thursday,Monsoon,Afternoon,343,192,Medium,3.0,1.679300292
682,Event_682,Hackathon,CSE,Monday,Winter,Evening,367,216,Medium,,2.386920981
484,Event_484,Hackathon,ECE,Tuesday,Winter,Morning,233,141,Medium,4.0,3.111587983
43,Event_43,Seminar,ECE,Tuesday,Summer,Afternoon,185,132,High,5.0,3.72972973
30,Event_30,Seminar,CSE,Saturday,Summer,Evening,376,180,Medium,2.0,0.957446809
558,Event_558,Hackathon,,Saturday,Summer,Morning,59,46,High,3.0,3.525423729
86,Event_86,Workshop,CSE,Saturday,Monsoon,Evening,237,77,Low,3.0,0.848101266
191,Event_191,Cultural,ECE,Monday,Summer,Evening,448,114,Low,4.0,0.803571429
514,Event_514,Seminar,Civil,Wednesday,Summer,Morning,296,75,Low,4.0,1.334459459
571,Event_571,Cultural,CSE,Monday,Monsoon,Morning,290,174,Medium,3.0,1.789655172
109,Event_109,Sports,CSE,Saturday,Summer,Evening,207,69,Low,4.0,1.449275362
644,Event_644,Sports,Management,Saturday,Summer,Evening,270,141,Medium,4.0,1.455555556
434,Event_434,Sports,Civil,Saturday,Summer,Evening,357,127,Low,2.0,0.666666667
